# Метеостанция Тырныауз, Россия, WMO_ID=37206, выборка с 20.11.2013 по 31.12.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=37206&lang=ru
#
"Местное время в Тырныаузе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.09.2020 18:00";"16.2";"655.3";"";"";"60";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"21.6";"";"";"";"";"";"";"8.4";"Осадков нет";"12";"";"";"";"";
"17.09.2020 15:00";"20.7";"655.5";"";"";"44";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"17.09.2020 12:00";"20.4";"656.0";"";"";"39";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"17.09.2020 09:00";"12.1";"656.8";"";"";"60";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"17.09.2020 06:00";"9.6";"657.2";"";"";"78";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"7.6";"";"";"";"";"";"";"";"6.0";"Осадков нет";"12";"";"";"";"";
"17.09.2020 03:00";"8.1";"657.7";"";"";"89";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"17.09.2020 00:00";"11.3";"658.3";"";"";"73";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"16.09.2020 21:00";"16.0";"658.5";"";"";"54";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"16.09.2020 18:00";"18.5";"657.7";"";"";"44";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"22.5";"";"";"";"";"";"";"5.9";"Осадков нет";"12";"";"";"";"";
"16.09.2020 15:00";"22.0";"656.8";"";"";"35";"Ветер, дующий с севера";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"16.09.2020 12:00";"21.7";"656.8";"";"";"37";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"16.09.2020 09:00";"11.8";"657.1";"";"";"68";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"16.09.2020 06:00";"10.2";"657.4";"";"";"78";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"9.5";"";"";"";"";"";"";"";"6.5";"Осадков нет";"12";"";"";"";"";
"16.09.2020 03:00";"10.2";"657.7";"";"";"80";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"16.09.2020 00:00";"10.7";"657.9";"";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"15.09.2020 21:00";"13.2";"658.5";"";"";"67";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"15.09.2020 18:00";"19.4";"657.7";"";"";"42";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"";"23.8";"";"";"";"";"";"";"6.2";"Осадков нет";"12";"";"";"";"";
"15.09.2020 15:00";"23.1";"657.3";"";"";"39";"Ветер, дующий с севера";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"15.09.2020 12:00";"22.8";"657.3";"";"";"41";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"15.09.2020 09:00";"15.3";"657.9";"";"";"67";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"15.09.2020 06:00";"15.5";"658.1";"";"";"67";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"11.9";"";"";"";"";"";"";"";"9.3";"Осадков нет";"12";"";"";"";"";
"15.09.2020 03:00";"14.5";"658.0";"";"";"78";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"15.09.2020 00:00";"12.9";"657.7";"";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"14.09.2020 21:00";"15.5";"658.2";"";"";"76";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"14.09.2020 18:00";"21.9";"657.2";"";"";"49";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"27.9";"";"";"";"";"";"";"10.7";"Осадков нет";"12";"";"";"";"";
"14.09.2020 15:00";"27.4";"656.1";"";"";"33";"Ветер, дующий с севера";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"14.09.2020 12:00";"26.8";"655.9";"";"";"31";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"14.09.2020 09:00";"16.8";"656.7";"";"";"34";"Ветер, дующий с юга";"5";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"14.09.2020 06:00";"15.2";"657.0";"";"";"40";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"14.5";"";"";"";"";"";"";"";"1.6";"Осадков нет";"12";"";"";"";"";
"14.09.2020 03:00";"15.2";"657.1";"";"";"52";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"14.09.2020 00:00";"16.6";"657.1";"";"";"68";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"13.09.2020 18:00";"18.6";"658.0";"";"";"75";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"24.1";"";"";"";"";"";"";"14.1";"Осадков нет";"12";"";"";"";"";
"13.09.2020 15:00";"22.7";"657.5";"";"";"57";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"13.09.2020 12:00";"23.7";"657.7";"";"";"44";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"13.09.2020 09:00";"15.3";"658.1";"";"";"56";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"13.09.2020 06:00";"12.6";"658.4";"";"";"70";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"7.2";"Осадков нет";"12";"";"";"";"";
"13.09.2020 03:00";"14.3";"658.3";"";"";"67";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"13.09.2020 00:00";"14.6";"658.9";"";"";"73";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"12.09.2020 21:00";"14.7";"658.9";"";"";"77";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"12.09.2020 18:00";"20.2";"658.0";"";"";"54";"Ветер, дующий с востока";"2";"";"12";"";" ";"";"";"";"27.0";"";"";"";"";"";"";"10.6";"Осадков нет";"12";"";"";"";"";
"12.09.2020 15:00";"25.6";"656.8";"";"";"35";"Ветер, дующий с северо-северо-запада";"5";"12";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"12.09.2020 12:00";"26.0";"656.7";"";"";"25";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"12.09.2020 09:00";"16.1";"656.6";"";"";"49";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"13.6";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"12.09.2020 06:00";"14.0";"656.2";"";"";"60";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"6.4";"Осадков нет";"12";"";"";"";"";
"12.09.2020 03:00";"14.4";"655.6";"";"";"64";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"12.09.2020 00:00";"15.1";"655.6";"";"";"65";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"11.09.2020 21:00";"18.0";"655.6";"";"";"53";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"11.09.2020 18:00";"19.7";"654.8";"";"";"45";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"25.1";"";"";"";"";"";"";"7.3";"Осадков нет";"12";"";"";"";"";
"11.09.2020 15:00";"24.6";"654.0";"";"";"33";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"11.09.2020 12:00";"23.8";"654.1";"";"";"38";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"11.09.2020 06:00";"12.4";"654.5";"";"";"57";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"4.0";"Осадков нет";"12";"";"";"";"";
"11.09.2020 03:00";"11.9";"654.5";"";"";"80";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"11.09.2020 00:00";"12.0";"655.1";"";"";"86";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.09.2020 21:00";"12.0";"655.9";"";"";"89";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"10.09.2020 18:00";"17.2";"655.9";"";"";"60";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"22.3";"";"";"";"";"";"";"9.2";"Осадков нет";"12";"";"";"";"";
"10.09.2020 15:00";"21.7";"655.6";"";"";"49";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"10.09.2020 12:00";"20.9";"655.9";"";"";"51";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"10.09.2020 09:00";"12.3";"657.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.09.2020 06:00";"12.9";"657.1";"";"";"89";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"12.9";"";"";"";"";"";"";"";"11.1";"2.0";"12";"";"";"";"";
"10.09.2020 03:00";"13.5";"657.0";"";"";"94";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"10.09.2020 00:00";"13.3";"657.1";"";"";"95";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"09.09.2020 21:00";"14.0";"657.3";"";"";"96";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"09.09.2020 18:00";"15.4";"656.7";"";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"19.6";"";"";"";"";"";"";"14.1";"5.0";"12";"";"";"";"";
"09.09.2020 15:00";"16.2";"656.6";"";"";"86";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"09.09.2020 12:00";"17.6";"656.9";"";"";"72";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"09.09.2020 09:00";"15.2";"656.7";"";"";"90";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"09.09.2020 06:00";"13.4";"656.8";"";"";"91";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"13.2";"";"";"";"";"";"";"";"12.0";"2.0";"12";"";"";"";"";
"09.09.2020 03:00";"13.4";"656.8";"";"";"91";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"09.09.2020 00:00";"14.2";"657.1";"";"";"94";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"08.09.2020 21:00";"14.6";"657.4";"";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"08.09.2020 18:00";"15.2";"656.5";"";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"23.4";"";"";"";"";"";"";"14.2";"0.8";"12";"";"";"";"";
"08.09.2020 15:00";"19.8";"656.1";"";"";"66";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"08.09.2020 12:00";"22.6";"655.6";"";"";"43";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"08.09.2020 06:00";"11.5";"656.3";"";"";"87";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"10.7";"";"";"";"";"";"";"";"9.4";"0.3";"12";"";"";"";"";
"08.09.2020 03:00";"12.4";"656.1";"";"";"87";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"08.09.2020 00:00";"14.2";"656.4";"";"";"84";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"07.09.2020 21:00";"14.6";"656.8";"";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"07.09.2020 18:00";"17.2";"656.1";"";"";"80";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"22.7";"";"";"";"";"";"";"13.6";"Осадков нет";"12";"";"";"";"";
"07.09.2020 15:00";"18.5";"655.3";"";"";"65";"Ветер, дующий с севера";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"07.09.2020 12:00";"22.6";"654.1";"";"";"53";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"07.09.2020 09:00";"16.0";"654.0";"";"";"77";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"12.8";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"07.09.2020 03:00";"14.6";"653.1";"";"";"88";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"07.09.2020 00:00";"14.4";"653.5";"";"";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"06.09.2020 21:00";"14.6";"653.7";"";"";"94";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"06.09.2020 18:00";"17.7";"652.8";"";"";"81";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"20.9";"";"";"";"";"";"";"14.4";"5.0";"12";"";"";"";"";
"06.09.2020 15:00";"18.9";"652.8";"";"";"67";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"06.09.2020 12:00";"19.0";"652.7";"";"";"66";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"06.09.2020 09:00";"14.0";"654.1";"";"";"92";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"06.09.2020 06:00";"15.0";"652.3";"";"";"81";"Ветер, дующий с юго-юго-востока";"3";"";"14";"";" ";"";"";"14.1";"";"";"";"";"";"";"";"11.7";"0.8";"12";"";"";"";"";
"05.09.2020 15:00";"26.8";"651.9";"";"";"32";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"05.09.2020 09:00";"20.5";"652.6";"";"";"32";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"05.09.2020 06:00";"16.5";"653.2";"";"";"44";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"13.4";"";"";"";"";"";"";"";"4.2";"Осадков нет";"12";"";"";"";"";
"05.09.2020 03:00";"13.4";"653.8";"";"";"72";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"05.09.2020 00:00";"17.7";"654.4";"";"";"65";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"04.09.2020 21:00";"16.0";"655.6";"";"";"82";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"04.09.2020 18:00";"21.4";"655.3";"";"";"64";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"27.6";"";"";"";"";"";"";"14.2";"Осадков нет";"12";"";"";"";"";
"04.09.2020 15:00";"25.4";"655.5";"";"";"48";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"04.09.2020 12:00";"27.0";"655.9";"";"";"33";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"04.09.2020 09:00";"17.0";"657.0";"";"";"46";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"16.2";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"04.09.2020 06:00";"16.4";"657.1";"";"";"40";"Ветер, дующий с юго-юго-востока";"6";"";"";"";" ";"";"";"16.2";"";"";"";"";"";"";"";"2.7";"Осадков нет";"12";"";"";"";"";
"04.09.2020 03:00";"17.0";"657.8";"";"";"46";"Ветер, дующий с юга";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"04.09.2020 00:00";"18.9";"658.6";"";"";"51";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"03.09.2020 21:00";"16.9";"659.1";"";"";"80";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"03.09.2020 18:00";"22.7";"658.4";"";"";"60";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"28.9";"";"";"";"";"";"";"14.4";"Осадков нет";"12";"";"";"";"";
"03.09.2020 15:00";"26.7";"657.7";"";"";"35";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"03.09.2020 12:00";"28.6";"657.6";"";"";"26";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"03.09.2020 09:00";"19.7";"658.0";"";"";"38";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"03.09.2020 06:00";"16.9";"657.9";"";"";"45";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"15.8";"";"";"";"";"";"";"";"4.7";"Осадков нет";"12";"";"";"";"";
"03.09.2020 03:00";"16.4";"657.4";"";"";"48";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"03.09.2020 00:00";"16.3";"657.2";"";"";"53";"Ветер, дующий с юга";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"02.09.2020 21:00";"21.1";"656.2";"";"";"34";"Ветер, дующий с юго-юго-востока";"6";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"02.09.2020 18:00";"20.5";"656.0";"";"";"59";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"31.0";"";"";"";"";"";"";"12.3";"1.0";"12";"";"";"";"";
"02.09.2020 15:00";"19.3";"656.4";"";"";"60";"Ветер, дующий с севера";"1";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"02.09.2020 12:00";"30.9";"653.6";"";"";"17";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"02.09.2020 09:00";"21.7";"653.8";"";"";"30";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"02.09.2020 06:00";"18.0";"653.6";"";"";"33";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"Осадков нет";"12";"";"";"";"";
"02.09.2020 03:00";"18.2";"652.9";"";"";"34";"Ветер, дующий с юга";"6";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"02.09.2020 00:00";"17.6";"653.1";"";"";"52";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"01.09.2020 21:00";"17.9";"653.2";"";"";"67";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"01.09.2020 15:00";"25.9";"652.0";"";"";"42";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"01.09.2020 12:00";"26.6";"652.3";"";"";"34";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"01.09.2020 09:00";"13.5";"653.2";"";"";"64";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"01.09.2020 06:00";"14.1";"653.2";"";"";"56";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"12.3";"";"";"";"";"";"";"";"5.3";"Осадков нет";"12";"";"";"";"";
"01.09.2020 03:00";"15.6";"653.2";"";"";"60";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
